Date,Close,High,Low,Open,Volume,Returns,MA7,MA30,MA50,MA200,Volatility
2023-04-07,27925.859375,28111.59375,27794.03125,28038.966796875,10861680497,-0.004217681389550476,28102.376953125,26489.979947916665,25257.6373046875,20644.608857421874,0.03501881371296753
2023-04-08,27947.794921875,28159.86328125,27883.38671875,27920.513671875,9373255556,0.0007854922772632111,28036.199776785714,26742.805729166666,25325.281171875,20689.89388671875,0.032377862175832675
2023-04-09,28333.05078125,28532.830078125,27828.48046875,27952.3671875,12175322951,0.013784839213681899,28055.305803571428,27014.3326171875,25399.116640625,20738.822138671876,0.0321647527836887
2023-04-10,29652.98046875,29771.46484375,28189.271484375,28336.02734375,19282400094,0.04658621825410658,28321.41434151786,27315.018294270834,25505.6233984375,20790.019287109375,0.03273992886067276
2023-04-11,30235.05859375,30509.083984375,29609.30078125,29653.6796875,20121259843,0.019629666758571807,28616.69559151786,27584.0552734375,25613.7416015625,20844.70638671875,0.030650455522116295
2023-04-12,30139.052734375,30462.48046875,29725.57421875,30231.58203125,18651929926,-0.003175315803583212,28896.848214285714,27782.105924479165,25727.7955859375,20900.716591796874,0.026648589464342877
2023-04-13,30399.06640625,30539.845703125,29878.623046875,29892.740234375,17487721001,0.00862713483952482,29233.266183035714,27970.538997395834,25852.0000390625,20958.701435546875,0.02649914088853625
2023-04-14,30485.69921875,31005.607421875,30044.498046875,30409.5625,22659995079,0.002849851088919886,29598.957589285714,28174.196940104168,25982.7641796875,21015.016572265624,0.026183000960148087
2023-04-15,30318.49609375,30601.740234375,30245.8828125,30490.75,11940685378,-0.005484641300179338,29937.62918526786,28349.7205078125,26125.1715625,21071.056318359377,0.026012136918007363
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417,-0.00010358775680330279,30220.815569196428,28446.1013671875,26267.971171875,21125.4994921875,0.02002965116587995
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762,-0.028708571396173888,30191.110491071428,28528.740234375,26385.6478125,21174.859462890625,0.020560931392019213
